date,sku,units,price,on_promo
2025-10-15,GADGET-MINI,22,24.99,0
2025-10-15,GADGET-PRO,34,49.99,1
2025-10-15,SCREEN-GUARD,6,12.99,0
2025-10-15,STAND-ALU,3,29.99,0
2025-10-15,STICKER-PACK,10,4.99,0
2025-10-15,WIDGET-BLUE,21,19.99,0
2025-10-15,WIDGET-RED,34,19.99,0
2025-10-16,CABLE-USBC,48,9.99,0
2025-10-16,CASE-CLEAR,3,14.99,0
2025-10-16,CHARGER-65W,29,39.99,1
2025-10-16,GADGET-MINI,6,24.99,0
2025-10-16,GADGET-PRO,23,49.99,0
2025-10-16,SCREEN-GUARD,7,12.99,0
2025-10-16,STAND-ALU,8,29.99,0
2025-10-16,STICKER-PACK,10,4.99,0
2025-10-16,WIDGET-BLUE,21,19.99,0
2025-10-16,WIDGET-RED,28,19.99,0
2025-10-17,CABLE-USBC,26,9.99,0
2025-10-17,CASE-CLEAR,3,14.99,0
2025-10-17,CHARGER-65W,12,39.99,0
2025-10-17,GADGET-MINI,10,24.99,0
2025-10-17,GADGET-PRO,10,49.99,0
2025-10-17,SCREEN-GUARD,5,12.99,0
2025-10-17,STAND-ALU,8,29.99,0
2025-10-17,STICKER-PACK,5,4.99,0
2025-10-17,WIDGET-BLUE,20,19.99,0
2025-10-17,WIDGET-RED,11,19.99,0
2025-10-18,CABLE-USBC,38,9.99,0
2025-10-18,CASE-CLEAR,12,14.99,0
2025-10-18,CHARGER-65W,21,39.99,0
2025-10-18,GADGET-MINI,7,24.99,0
2025-10-18,GADGET-PRO,19,49.99,0
2025-10-18,SCREEN-GUARD,3,12.99,0
2025-10-18,STAND-ALU,4,29.99,0
2025-10-18,WIDGET-BLUE,17,19.99,0
2025-10-18,WIDGET-RED,24,19.99,0
2025-10-19,CABLE-USBC,41,9.99,0
2025-10-19,CASE-CLEAR,27,14.99,0
2025-10-19,CHARGER-65W,24,39.99,0
2025-10-19,GADGET-MINI,20,24.99,0
2025-10-19,GADGET-PRO,26,49.99,0
2025-10-19,SCREEN-GUARD,10,12.99,0
2025-10-19,STAND-ALU,2,29.99,0
2025-10-19,WIDGET-BLUE,13,19.99,0
2025-10-19,WIDGET-RED,29,19.99,0
2025-10-20,CABLE-USBC,29,9.99,0
2025-10-20,CASE-CLEAR,13,14.99,0
2025-10-20,CHARGER-65W,9,39.99,0
2025-10-20,GADGET-MINI,6,24.99,0
2025-10-20,GADGET-PRO,10,49.99,0
2025-10-20,SCREEN-GUARD,8,12.99,0
2025-10-20,STAND-ALU,1,29.99,0
2025-10-20,STICKER-PACK,6,4.99,0
2025-10-20,WIDGET-BLUE,15,19.99,0
2025-10-20,WIDGET-RED,14,19.99,0
2025-10-21,CABLE-USBC,54,9.99,0
2025-10-21,CASE-CLEAR,1,14.99,0
2025-10-21,CHARGER-65W,2,39.99,0
2025-10-21,GADGET-MINI,18,24.99,0
2025-10-21,GADGET-PRO,15,49.99,0
2025-10-21,SCREEN-GUARD,5,12.99,0
2025-10-21,STAND-ALU,2,29.99,0
2025-10-21,STICKER-PACK,1,4.99,0
2025-10-21,WIDGET-BLUE,13,19.99,0
2025-10-21,WIDGET-RED,19,19.99,0
2025-10-22,CABLE-USBC,56,9.99,0
2025-10-22,CASE-CLEAR,4,14.99,0
2025-10-22,CHARGER-65W,4,39.99,0
2025-10-22,GADGET-MINI,5,24.99,0
2025-10-22,GADGET-PRO,12,49.99,0
2025-10-22,SCREEN-GUARD,11,12.99,0
2025-10-22,STICKER-PACK,2,4.99,1
2025-10-22,WIDGET-BLUE,15,19.99,0
2025-10-22,WIDGET-RED,31,19.99,0
2025-10-23,CABLE-USBC,19,9.99,0
2025-10-23,CASE-CLEAR,3,14.99,0
2025-10-23,CHARGER-65W,3,39.99,0
2025-10-23,GADGET-MINI,21,24.99,0
2025-10-23,GADGET-PRO,23,49.99,0
2025-10-23,SCREEN-GUARD,6,12.99,0
2025-10-23,STAND-ALU,4,29.99,0
2025-10-23,STICKER-PACK,5,4.99,0
2025-10-23,WIDGET-BLUE,12,19.99,0
2025-10-23,WIDGET-RED,20,19.99,0
2025-10-24,CABLE-USBC,47,9.99,0
2025-10-24,CASE-CLEAR,9,14.99,0
2025-10-24,CHARGER-65W,6,39.99,0
2025-10-24,GADGET-MINI,9,24.99,0
2025-10-24,GADGET-PRO,15,49.99,0
2025-10-24,SCREEN-GUARD,3,12.99,0
2025-10-24,STAND-ALU,2,29.99,0
2025-10-24,STICKER-PACK,3,4.99,0
2025-10-24,WIDGET-BLUE,15,19.99,0
2025-10-24,WIDGET-RED,23,19.99,0
2025-10-25,CABLE-USBC,31,9.99,0
2025-10-25,CASE-CLEAR,16,14.99,0
2025-10-25,CHARGER-65W,21,39.99,0
2025-10-25,GADGET-MINI,7,24.99,0
2025-10-25,GADGET-PRO,18,49.99,0
2025-10-25,SCREEN-GUARD,5,12.99,0
2025-10-25,STAND-ALU,1,29.99,0
2025-10-25,STICKER-PACK,2,4.99,0
2025-10-25,WIDGET-BLUE,28,19.99,0
2025-10-25,WIDGET-RED,23,19.99,0
2025-10-26,CABLE-USBC,39,9.99,0
2025-10-26,CASE-CLEAR,10,14.99,0
2025-10-26,CHARGER-65W,19,39.99,0
2025-10-26,GADGET-MINI,1,24.99,0
2025-10-26,GADGET-PRO,30,49.99,0
2025-10-26,SCREEN-GUARD,3,12.99,0
2025-10-26,STAND-ALU,2,29.99,0
2025-10-26,STICKER-PACK,1,4.99,0
2025-10-26,WIDGET-BLUE,19,19.99,0
2025-10-26,WIDGET-RED,17,19.99,0
2025-10-27,CABLE-USBC,46,9.99,0
2025-10-27,CASE-CLEAR,3,14.99,0
2025-10-27,CHARGER-65W,11,39.99,0
2025-10-27,GADGET-MINI,11,24.99,0
2025-10-27,GADGET-PRO,13,49.99,0
2025-10-27,SCREEN-GUARD,5,12.99,0
2025-10-27,STICKER-PACK,4,4.99,0
2025-10-27,WIDGET-BLUE,16,19.99,0
2025-10-27,WIDGET-RED,33,19.99,0
2025-10-28,CABLE-USBC,35,9.99,0
2025-10-28,CASE-CLEAR,4,14.99,0
2025-10-28,CHARGER-65W,10,39.99,0
2025-10-28,GADGET-MINI,9,24.99,0
2025-10-28,GADGET-PRO,21,49.99,0
2025-10-28,SCREEN-GUARD,4,12.99,0
2025-10-28,STAND-ALU,4,29.99,0
2025-10-28,STICKER-PACK,4,4.99,0
2025-10-28,WIDGET-BLUE,10,19.99,0
2025-10-28,WIDGET-RED,23,19.99,0
2025-10-29,CABLE-USBC,41,9.99,0
2025-10-29,CASE-CLEAR,5,14.99,0
2025-10-29,CHARGER-65W,13,39.99,0
2025-10-29,GADGET-MINI,8,24.99,0
2025-10-29,GADGET-PRO,19,49.99,0
2025-10-29,SCREEN-GUARD,4,12.99,0
2025-10-29,STAND-ALU,1,29.99,0
2025-10-29,STICKER-PACK,5,4.99,0
2025-10-29,WIDGET-BLUE,12,19.99,0
2025-10-29,WIDGET-RED,29,19.99,0
2025-10-30,CABLE-USBC,33,9.99,0
2025-10-30,CASE-CLEAR,2,14.99,0
2025-10-30,CHARGER-65W,10,39.99,0
2025-10-30,GADGET-MINI,4,24.99,0
2025-10-30,GADGET-PRO,18,49.99,0
2025-10-30,SCREEN-GUARD,2,12.99,0
2025-10-30,STAND-ALU,5,29.99,0
2025-10-30,STICKER-PACK,2,4.99,0
2025-10-30,WIDGET-BLUE,16,19.99,0
2025-10-30,WIDGET-RED,12,19.99,0
2025-10-31,CABLE-USBC,61,9.99,0
2025-10-31,CASE-CLEAR,12,14.99,0
2025-10-31,CHARGER-65W,7,39.99,0
2025-10-31,GADGET-MINI,12,24.99,1
2025-10-31,GADGET-PRO,6,49.99,0
2025-10-31,SCREEN-GUARD,13,12.99,0
2025-10-31,STAND-ALU,2,29.99,0
2025-10-31,STICKER-PACK,1,4.99,0
2025-10-31,WIDGET-BLUE,19,19.99,0
2025-10-31,WIDGET-RED,13,19.99,0
2025-11-01,CABLE-USBC,44,9.99,0
2025-11-01,CASE-CLEAR,9,14.99,0
2025-11-01,CHARGER-65W,15,39.99,0
2025-11-01,GADGET-MINI,15,24.99,0
2025-11-01,GADGET-PRO,36,49.99,0
2025-11-01,SCREEN-GUARD,6,12.99,0
2025-11-01,STAND-ALU,3,29.99,0
2025-11-01,STICKER-PACK,3,4.99,0
2025-11-01,WIDGET-BLUE,15,19.99,0
2025-11-01,WIDGET-RED,20,19.99,0
2025-11-02,CABLE-USBC,58,9.99,0
2025-11-02,CASE-CLEAR,6,14.99,0
2025-11-02,CHARGER-65W,18,39.99,0
2025-11-02,GADGET-MINI,12,24.99,0
2025-11-02,GADGET-PRO,16,49.99,0
2025-11-02,SCREEN-GUARD,13,12.99,0
2025-11-02,STAND-ALU,2,29.99,0
2025-11-02,STICKER-PACK,10,4.99,0
2025-11-02,WIDGET-BLUE,28,19.99,0
2025-11-02,WIDGET-RED,48,19.99,0
2025-11-03,CABLE-USBC,51,9.99,0
2025-11-03,CASE-CLEAR,1,14.99,0
2025-11-03,CHARGER-65W,13,39.99,0
2025-11-03,GADGET-MINI,8,24.99,0
2025-11-03,GADGET-PRO,11,49.99,0
2025-11-03,SCREEN-GUARD,4,12.99,0
2025-11-03,STAND-ALU,5,29.99,0
2025-11-03,STICKER-PACK,5,4.99,0
2025-11-03,WIDGET-BLUE,14,19.99,0
2025-11-03,WIDGET-RED,24,19.99,0
2025-11-04,CABLE-USBC,36,9.99,0
2025-11-04,CASE-CLEAR,12,14.99,0
2025-11-04,CHARGER-65W,11,39.99,0
2025-11-04,GADGET-MINI,28,24.99,1
2025-11-04,GADGET-PRO,31,49.99,0
2025-11-04,SCREEN-GUARD,7,12.99,0
2025-11-04,STAND-ALU,13,29.99,0
2025-11-04,STICKER-PACK,1,4.99,0
2025-11-04,WIDGET-BLUE,10,19.99,0
2025-11-04,WIDGET-RED,28,19.99,0
2025-11-05,CABLE-USBC,35,9.99,0
2025-11-05,CASE-CLEAR,16,14.99,0
2025-11-05,CHARGER-65W,24,39.99,1
2025-11-05,GADGET-MINI,6,24.99,0
2025-11-05,GADGET-PRO,22,49.99,0
2025-11-05,SCREEN-GUARD,5,12.99,0
2025-11-05,STAND-ALU,1,29.99,0
2025-11-05,STICKER-PACK,2,4.99,0
2025-11-05,WIDGET-BLUE,18,19.99,0
2025-11-05,WIDGET-RED,18,19.99,0
2025-11-06,CABLE-USBC,25,9.99,0
2025-11-06,CASE-CLEAR,5,14.99,0
2025-11-06,CHARGER-65W,8,39.99,0
2025-11-06,GADGET-MINI,6,24.99,0
2025-11-06,GADGET-PRO,30,49.99,1
2025-11-06,SCREEN-GUARD,6,12.99,0
2025-11-06,STAND-ALU,3,29.99,0
2025-11-06,STICKER-PACK,3,4.99,0
2025-11-06,WIDGET-BLUE,25,19.99,1
2025-11-06,WIDGET-RED,17,19.99,0
2025-11-07,CABLE-USBC,42,9.99,0
2025-11-07,CASE-CLEAR,7,14.99,0
2025-11-07,CHARGER-65W,15,39.99,0
2025-11-07,GADGET-MINI,7,24.99,0
2025-11-07,GADGET-PRO,13,49.99,0
2025-11-07,SCREEN-GUARD,5,12.99,0
2025-11-07,STAND-ALU,1,29.99,0
2025-11-07,STICKER-PACK,4,4.99,0
2025-11-07,WIDGET-BLUE,20,19.99,0
2025-11-07,WIDGET-RED,21,19.99,0
2025-11-08,CABLE-USBC,25,9.99,0
2025-11-08,CASE-CLEAR,6,14.99,0
2025-11-08,CHARGER-65W,7,39.99,0
2025-11-08,GADGET-MINI,22,24.99,1
2025-11-08,GADGET-PRO,32,49.99,0
2025-11-08,SCREEN-GUARD,8,12.99,0
2025-11-08,STAND-ALU,2,29.99,0
2025-11-08,STICKER-PACK,11,4.99,0
2025-11-08,WIDGET-BLUE,8,19.99,0
2025-11-08,WIDGET-RED,20,19.99,0
2025-11-09,CABLE-USBC,47,9.99,0
2025-11-09,CASE-CLEAR,9,14.99,0
2025-11-09,CHARGER-65W,25,39.99,0
2025-11-09,GADGET-MINI,7,24.99,0
2025-11-09,GADGET-PRO,23,49.99,0
2025-11-09,SCREEN-GUARD,6,12.99,0
2025-11-09,STAND-ALU,1,29.99,0
2025-11-09,STICKER-PACK,11,4.99,0
2025-11-09,WIDGET-BLUE,20,19.99,0
2025-11-09,WIDGET-RED,20,19.99,0
2025-11-10,CABLE-USBC,43,9.99,0
2025-11-10,CASE-CLEAR,5,14.99,0
2025-11-10,CHARGER-65W,14,39.99,0
2025-11-10,GADGET-MINI,18,24.99,1
2025-11-10,GADGET-PRO,18,49.99,0
2025-11-10,SCREEN-GUARD,7,12.99,0
2025-11-10,STAND-ALU,16,29.99,0
2025-11-10,STICKER-PACK,4,4.99,0
2025-11-10,WIDGET-BLUE,9,19.99,0
2025-11-10,WIDGET-RED,30,19.99,0
2025-11-11,CABLE-USBC,47,9.99,0
2025-11-11,CASE-CLEAR,9,14.99,0
2025-11-11,CHARGER-65W,10,39.99,0
2025-11-11,GADGET-MINI,4,24.99,0
2025-11-11,GADGET-PRO,23,49.99,0
2025-11-11,SCREEN-GUARD,12,12.99,0
2025-11-11,STAND-ALU,3,29.99,0
2025-11-11,STICKER-PACK,2,4.99,0
2025-11-11,WIDGET-BLUE,25,19.99,1
2025-11-11,WIDGET-RED,20,19.99,0
2025-11-12,CABLE-USBC,36,9.99,0
2025-11-12,CASE-CLEAR,4,14.99,0
2025-11-12,CHARGER-65W,17,39.99,0
2025-11-12,GADGET-MINI,6,24.99,0
2025-11-12,GADGET-PRO,16,49.99,0
2025-11-12,SCREEN-GUARD,14,12.99,0
2025-11-12,STAND-ALU,4,29.99,0
2025-11-12,STICKER-PACK,3,4.99,0
2025-11-12,WIDGET-BLUE,16,19.99,0
2025-11-12,WIDGET-RED,26,19.99,1
2025-11-13,CABLE-USBC,41,9.99,0
2025-11-13,CASE-CLEAR,4,14.99,0
2025-11-13,CHARGER-65W,23,39.99,0
2025-11-13,GADGET-MINI,11,24.99,0
2025-11-13,GADGET-PRO,17,49.99,0
2025-11-13,SCREEN-GUARD,8,12.99,0
2025-11-13,WIDGET-BLUE,15,19.99,0
2025-11-13,WIDGET-RED,23,19.99,0
2025-11-14,CABLE-USBC,35,9.99,0
2025-11-14,CASE-CLEAR,11,14.99,0
2025-11-14,CHARGER-65W,6,39.99,0
2025-11-14,GADGET-MINI,5,24.99,0
2025-11-14,GADGET-PRO,10,49.99,0
2025-11-14,SCREEN-GUARD,7,12.99,0
2025-11-14,STICKER-PACK,6,4.99,0
2025-11-14,WIDGET-BLUE,26,19.99,0
2025-11-14,WIDGET-RED,16,19.99,0
2025-11-15,CABLE-USBC,39,9.99,0
2025-11-15,CASE-CLEAR,12,14.99,0
2025-11-15,CHARGER-65W,5,39.99,0
2025-11-15,GADGET-MINI,8,24.99,0
2025-11-15,GADGET-PRO,23,49.99,0
2025-11-15,SCREEN-GUARD,11,12.99,0
2025-11-15,STICKER-PACK,3,4.99,0
2025-11-15,WIDGET-BLUE,27,19.99,0
2025-11-15,WIDGET-RED,25,19.99,0
2025-11-16,CABLE-USBC,66,9.99,0
2025-11-16,CASE-CLEAR,7,14.99,0
2025-11-16,CHARGER-65W,11,39.99,0
2025-11-16,GADGET-MINI,18,24.99,0
2025-11-16,GADGET-PRO,12,49.99,0
2025-11-16,SCREEN-GUARD,15,12.99,0
2025-11-16,STAND-ALU,4,29.99,1
2025-11-16,STICKER-PACK,8,4.99,0
2025-11-16,WIDGET-BLUE,33,19.99,0
2025-11-16,WIDGET-RED,31,19.99,0
2025-11-17,CABLE-USBC,58,9.99,0
2025-11-17,CASE-CLEAR,1,14.99,0
2025-11-17,CHARGER-65W,10,39.99,0
2025-11-17,GADGET-MINI,17,24.99,1
2025-11-17,GADGET-PRO,9,49.99,0
2025-11-17,SCREEN-GUARD,4,12.99,0
2025-11-17,STAND-ALU,4,29.99,1
2025-11-17,STICKER-PACK,7,4.99,0
2025-11-17,WIDGET-BLUE,11,19.99,0
2025-11-17,WIDGET-RED,23,19.99,0
2025-11-18,CABLE-USBC,47,9.99,0
2025-11-18,CASE-CLEAR,4,14.99,1
2025-11-18,CHARGER-65W,5,39.99,0
2025-11-18,GADGET-MINI,4,24.99,0
2025-11-18,GADGET-PRO,9,49.99,0
2025-11-18,SCREEN-GUARD,8,12.99,0
2025-11-18,STAND-ALU,2,29.99,0
2025-11-18,STICKER-PACK,4,4.99,0
2025-11-18,WIDGET-BLUE,25,19.99,0
2025-11-18,WIDGET-RED,21,19.99,0
2025-11-19,CABLE-USBC,41,9.99,0
2025-11-19,CASE-CLEAR,3,14.99,0
2025-11-19,CHARGER-65W,11,39.99,0
2025-11-19,GADGET-MINI,2,24.99,0
2025-11-19,GADGET-PRO,20,49.99,0
2025-11-19,SCREEN-GUARD,3,12.99,0
2025-11-19,STAND-ALU,2,29.99,0
2025-11-19,STICKER-PACK,3,4.99,0
2025-11-19,WIDGET-BLUE,23,19.99,0
2025-11-19,WIDGET-RED,22,19.99,0
2025-11-20,CABLE-USBC,31,9.99,0
2025-11-20,CASE-CLEAR,3,14.99,0
2025-11-20,CHARGER-65W,6,39.99,0
2025-11-20,GADGET-MINI,9,24.99,0
2025-11-20,GADGET-PRO,11,49.99,0
2025-11-20,SCREEN-GUARD,4,12.99,0
2025-11-20,STAND-ALU,1,29.99,0
2025-11-20,STICKER-PACK,10,4.99,0
2025-11-20,WIDGET-BLUE,20,19.99,0
2025-11-20,WIDGET-RED,21,19.99,0
2025-11-21,CABLE-USBC,33,9.99,0
2025-11-21,CASE-CLEAR,16,14.99,1
2025-11-21,CHARGER-65W,12,39.99,0
2025-11-21,GADGET-MINI,15,24.99,0
2025-11-21,GADGET-PRO,13,49.99,0
2025-11-21,SCREEN-GUARD,7,12.99,0
2025-11-21,STAND-ALU,5,29.99,0
2025-11-21,STICKER-PACK,3,4.99,0
2025-11-21,WIDGET-BLUE,13,19.99,0
2025-11-21,WIDGET-RED,11,19.99,0
2025-11-22,CABLE-USBC,36,9.99,0
2025-11-22,CASE-CLEAR,8,14.99,0
2025-11-22,CHARGER-65W,63,39.99,1
2025-11-22,GADGET-MINI,8,24.99,0
2025-11-22,GADGET-PRO,23,49.99,0
2025-11-22,SCREEN-GUARD,7,12.99,0
2025-11-22,STAND-ALU,1,29.99,0
2025-11-22,STICKER-PACK,5,4.99,0
2025-11-22,WIDGET-BLUE,19,19.99,0
2025-11-22,WIDGET-RED,17,19.99,0
2025-11-23,CABLE-USBC,33,9.99,0
2025-11-23,CASE-CLEAR,3,14.99,0
2025-11-23,CHARGER-65W,12,39.99,0
2025-11-23,GADGET-MINI,8,24.99,0
2025-11-23,GADGET-PRO,17,49.99,0
2025-11-23,SCREEN-GUARD,6,12.99,0
2025-11-23,STAND-ALU,2,29.99,0
2025-11-23,STICKER-PACK,14,4.99,0
2025-11-23,WIDGET-BLUE,19,19.99,0
2025-11-23,WIDGET-RED,16,19.99,0
2025-11-24,CABLE-USBC,45,9.99,0
2025-11-24,CASE-CLEAR,6,14.99,0
2025-11-24,CHARGER-65W,4,39.99,0
2025-11-24,GADGET-MINI,8,24.99,0
2025-11-24,GADGET-PRO,20,49.99,0
2025-11-24,SCREEN-GUARD,18,12.99,1
2025-11-24,STAND-ALU,8,29.99,0
2025-11-24,STICKER-PACK,1,4.99,0
2025-11-24,WIDGET-BLUE,21,19.99,0
2025-11-24,WIDGET-RED,20,19.99,0
2025-11-25,CABLE-USBC,30,9.99,0
2025-11-25,CASE-CLEAR,6,14.99,0
2025-11-25,CHARGER-65W,64,39.99,1
2025-11-25,GADGET-MINI,6,24.99,0
2025-11-25,GADGET-PRO,20,49.99,0
2025-11-25,SCREEN-GUARD,8,12.99,0
2025-11-25,STAND-ALU,2,29.99,0
2025-11-25,STICKER-PACK,8,4.99,1
2025-11-25,WIDGET-BLUE,18,19.99,0
2025-11-25,WIDGET-RED,26,19.99,0
2025-11-26,CABLE-USBC,25,9.99,0
2025-11-26,CASE-CLEAR,8,14.99,0
2025-11-26,CHARGER-65W,18,39.99,0
2025-11-26,GADGET-MINI,10,24.99,0
2025-11-26,GADGET-PRO,15,49.99,0
2025-11-26,SCREEN-GUARD,4,12.99,0
2025-11-26,STAND-ALU,3,29.99,0
2025-11-26,WIDGET-BLUE,18,19.99,0
2025-11-26,WIDGET-RED,24,19.99,0
2025-11-27,CABLE-USBC,44,9.99,0
2025-11-27,CASE-CLEAR,6,14.99,0
2025-11-27,CHARGER-65W,2,39.99,0
2025-11-27,GADGET-MINI,10,24.99,0
2025-11-27,GADGET-PRO,29,49.99,1
2025-11-27,SCREEN-GUARD,9,12.99,0
2025-11-27,STAND-ALU,2,29.99,0
2025-11-27,STICKER-PACK,2,4.99,0
2025-11-27,WIDGET-BLUE,18,19.99,0
2025-11-27,WIDGET-RED,9,19.99,0
2025-11-28,CABLE-USBC,32,9.99,0
2025-11-28,CASE-CLEAR,5,14.99,0
2025-11-28,CHARGER-65W,18,39.99,0
2025-11-28,GADGET-MINI,6,24.99,0
2025-11-28,GADGET-PRO,8,49.99,0
2025-11-28,SCREEN-GUARD,3,12.99,0
2025-11-28,STAND-ALU,4,29.99,0
2025-11-28,STICKER-PACK,5,4.99,0
2025-11-28,WIDGET-BLUE,16,19.99,0
2025-11-28,WIDGET-RED,17,19.99,0
2025-11-29,CABLE-USBC,32,9.99,0
2025-11-29,CASE-CLEAR,8,14.99,0
2025-11-29,CHARGER-65W,29,39.99,0
2025-11-29,GADGET-MINI,7,24.99,0
2025-11-29,GADGET-PRO,21,49.99,0
2025-11-29,SCREEN-GUARD,7,12.99,0
2025-11-29,STAND-ALU,2,29.99,0
2025-11-29,STICKER-PACK,4,4.99,0
2025-11-29,WIDGET-BLUE,23,19.99,1
2025-11-29,WIDGET-RED,21,19.99,0
2025-11-30,CABLE-USBC,48,9.99,0
2025-11-30,CASE-CLEAR,5,14.99,0
2025-11-30,CHARGER-65W,4,39.99,0
2025-11-30,GADGET-MINI,7,24.99,0
2025-11-30,GADGET-PRO,25,49.99,0
2025-11-30,SCREEN-GUARD,7,12.99,0
2025-11-30,STAND-ALU,2,29.99,0
2025-11-30,STICKER-PACK,3,4.99,0
2025-11-30,WIDGET-BLUE,14,19.99,0
2025-11-30,WIDGET-RED,45,19.99,0
2025-12-01,CABLE-USBC,58,9.99,0
2025-12-01,CASE-CLEAR,11,14.99,0
2025-12-01,CHARGER-65W,12,39.99,0
2025-12-01,GADGET-MINI,9,24.99,0
2025-12-01,GADGET-PRO,28,49.99,0
2025-12-01,SCREEN-GUARD,14,12.99,0
2025-12-01,STAND-ALU,3,29.99,0
2025-12-01,STICKER-PACK,3,4.99,0
2025-12-01,WIDGET-BLUE,26,19.99,0
2025-12-01,WIDGET-RED,31,19.99,0
2025-12-02,CABLE-USBC,72,9.99,0
2025-12-02,CASE-CLEAR,7,14.99,0
2025-12-02,CHARGER-65W,12,39.99,0
2025-12-02,GADGET-MINI,5,24.99,0
2025-12-02,GADGET-PRO,16,49.99,0
2025-12-02,SCREEN-GUARD,5,12.99,0
2025-12-02,STAND-ALU,9,29.99,0
2025-12-02,STICKER-PACK,6,4.99,0
2025-12-02,WIDGET-BLUE,47,19.99,1
2025-12-02,WIDGET-RED,29,19.99,0
2025-12-03,CABLE-USBC,25,9.99,0
2025-12-03,CASE-CLEAR,5,14.99,0
2025-12-03,CHARGER-65W,15,39.99,0
2025-12-03,GADGET-MINI,7,24.99,0
2025-12-03,GADGET-PRO,22,49.99,0
2025-12-03,SCREEN-GUARD,8,12.99,0
2025-12-03,STAND-ALU,3,29.99,0
2025-12-03,STICKER-PACK,7,4.99,0
2025-12-03,WIDGET-BLUE,28,19.99,0
2025-12-03,WIDGET-RED,21,19.99,0
2025-12-04,CABLE-USBC,36,9.99,0
2025-12-04,CASE-CLEAR,6,14.99,0
2025-12-04,CHARGER-65W,16,39.99,0
2025-12-04,GADGET-MINI,4,24.99,0
2025-12-04,GADGET-PRO,20,49.99,0
2025-12-04,STICKER-PACK,5,4.99,0
2025-12-04,WIDGET-BLUE,18,19.99,0
2025-12-04,WIDGET-RED,62,19.99,1
2025-12-05,CABLE-USBC,31,9.99,0
2025-12-05,CASE-CLEAR,1,14.99,0
2025-12-05,CHARGER-65W,7,39.99,0
2025-12-05,GADGET-MINI,10,24.99,0
2025-12-05,GADGET-PRO,14,49.99,0
2025-12-05,SCREEN-GUARD,3,12.99,0
2025-12-05,STICKER-PACK,3,4.99,0
2025-12-05,WIDGET-BLUE,24,19.99,0
2025-12-05,WIDGET-RED,18,19.99,0
2025-12-06,CABLE-USBC,28,9.99,0
2025-12-06,CASE-CLEAR,8,14.99,0
2025-12-06,CHARGER-65W,9,39.99,0
2025-12-06,GADGET-MINI,6,24.99,0
2025-12-06,GADGET-PRO,18,49.99,0
2025-12-06,SCREEN-GUARD,5,12.99,0
2025-12-06,STAND-ALU,6,29.99,0
2025-12-06,STICKER-PACK,1,4.99,0
2025-12-06,WIDGET-BLUE,17,19.99,0
2025-12-06,WIDGET-RED,30,19.99,0
2025-12-07,CABLE-USBC,32,9.99,0
2025-12-07,CASE-CLEAR,7,14.99,0
2025-12-07,CHARGER-65W,29,39.99,0
2025-12-07,GADGET-MINI,8,24.99,0
2025-12-07,GADGET-PRO,12,49.99,0
2025-12-07,SCREEN-GUARD,7,12.99,0
2025-12-07,STAND-ALU,3,29.99,0
2025-12-07,WIDGET-BLUE,19,19.99,0
2025-12-07,WIDGET-RED,28,19.99,0
2025-12-08,CABLE-USBC,41,9.99,0
2025-12-08,CASE-CLEAR,2,14.99,0
2025-12-08,CHARGER-65W,4,39.99,0
2025-12-08,GADGET-MINI,6,24.99,0
2025-12-08,GADGET-PRO,8,49.99,0
2025-12-08,SCREEN-GUARD,10,12.99,0
2025-12-08,STAND-ALU,1,29.99,0
2025-12-08,STICKER-PACK,2,4.99,0
2025-12-08,WIDGET-BLUE,18,19.99,0
2025-12-08,WIDGET-RED,23,19.99,0
2025-12-09,CABLE-USBC,39,9.99,0
2025-12-09,CASE-CLEAR,4,14.99,0
2025-12-09,CHARGER-65W,15,39.99,0
2025-12-09,GADGET-MINI,7,24.99,0
2025-12-09,GADGET-PRO,13,49.99,0
2025-12-09,SCREEN-GUARD,3,12.99,0
2025-12-09,STAND-ALU,1,29.99,0
2025-12-09,STICKER-PACK,5,4.99,0
2025-12-09,WIDGET-BLUE,18,19.99,0
2025-12-09,WIDGET-RED,26,19.99,0
2025-12-10,CABLE-USBC,40,9.99,0
2025-12-10,CASE-CLEAR,5,14.99,0
2025-12-10,CHARGER-65W,8,39.99,0
2025-12-10,GADGET-MINI,8,24.99,0
2025-12-10,GADGET-PRO,17,49.99,0
2025-12-10,SCREEN-GUARD,6,12.99,0
2025-12-10,STAND-ALU,2,29.99,0
2025-12-10,STICKER-PACK,10,4.99,0
2025-12-10,WIDGET-BLUE,15,19.99,0
2025-12-10,WIDGET-RED,21,19.99,0
2025-12-11,CABLE-USBC,41,9.99,0
2025-12-11,CASE-CLEAR,16,14.99,0
2025-12-11,CHARGER-65W,4,39.99,0
2025-12-11,GADGET-MINI,5,24.99,0
2025-12-11,GADGET-PRO,19,49.99,0
2025-12-11,SCREEN-GUARD,9,12.99,0
2025-12-11,STICKER-PACK,9,4.99,0
2025-12-11,WIDGET-BLUE,19,19.99,0
2025-12-11,WIDGET-RED,15,19.99,0
2025-12-12,CABLE-USBC,31,9.99,0
2025-12-12,CASE-CLEAR,2,14.99,0
2025-12-12,CHARGER-65W,13,39.99,0
2025-12-12,GADGET-MINI,9,24.99,0
2025-12-12,GADGET-PRO,7,49.99,0
2025-12-12,SCREEN-GUARD,8,12.99,0
2025-12-12,STAND-ALU,3,29.99,0
2025-12-12,STICKER-PACK,5,4.99,0
2025-12-12,WIDGET-BLUE,15,19.99,0
